CUST_CODE,LAST_WEEK,LAST_DATE,TOTAL_COME,TOTAL_SPEND,CUS_SEN_LA,CUS_SEN_MM,CUS_SEN_UM,CUS_SEN_XX,BAS_SIZE_L,BAS_SIZE_M,BAS_SIZE_S,BAS_TYPE_FULL,BAS_TYPE_SMALL,BAS_TYPE_TOP,BAS_TYPE_XX,BAS_DO_FRESH,BAS_DO_GROCERY,BAS_DO_MIX,BAS_DO_NONFOOD,STORE_FOR_LS,STORE_FOR_MS,STORE_FOR_SS,STORE_FOR_XLS,STORE_FOR_XX,Total_CHURN,CHURN
CUST0000996036,200718,2007-06-29,4,23.0,0,13,0,0,0,12,1,0,13,0,0,12,1,0,0,12,0,1,0,0,1.0,1.0
CUST0000996036,200711,2007-05-13,60,532.12,0,230,0,0,87,114,29,13,107,110,0,132,14,78,6,230,0,0,0,0,0.0,0.0
CUST0000995942,200611,2006-05-14,1,2.93,0,0,0,3,0,3,0,0,3,0,0,3,0,0,0,0,3,0,0,0,1.0,1.0
CUST0000995323,200740,2007-11-30,153,3421.16,2050,0,0,0,1975,67,8,1082,29,939,0,1090,50,908,2,2025,25,0,0,0,0.0,0.0
CUST0000995062,200740,2007-11-29,100,1378.81,602,0,0,0,389,183,30,148,132,322,0,233,105,254,10,597,2,3,0,0,0.0,0.0
CUST0000994627,200720,2007-07-09,1,6.8,0,6,0,0,0,6,0,0,0,6,0,0,6,0,0,6,0,0,0,0,1.0,1.0
CUST0000994500,200643,2006-12-22,1,0.45,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1.0,1.0
CUST0000994456,200739,2007-11-25,221,1436.82,735,0,0,0,174,436,125,59,355,321,0,327,93,252,63,735,0,0,0,0,0.0,0.0
CUST0000994430,200703,2007-03-16,4,19.78,12,0,0,0,0,9,3,0,12,0,0,6,6,0,0,12,0,0,0,0,0.0,0.0
CUST0000994430,200708,2007-04-19,2,5.1400000000000006,5,0,0,0,0,4,1,0,1,4,0,4,0,0,1,5,0,0,0,0,1.0,1.0
CUST0000994325,200732,2007-10-06,1,12.63,11,0,0,0,11,0,0,0,0,11,0,0,0,11,0,0,11,0,0,0,1.0,1.0
CUST0000994273,200739,2007-11-25,11,30.84,0,29,0,0,0,21,8,0,23,6,0,17,3,9,0,0,29,0,0,0,0.0,0.0
CUST0000994225,200740,2007-11-30,252,2588.2299999999991,0,0,1318,0,822,397,99,92,315,911,0,987,31,274,26,1282,24,9,3,0,0.0,0.0
CUST0000994092,200740,2007-11-28,133,2926.25,0,1745,0,0,1576,144,25,1175,81,489,0,867,38,831,9,1714,1,0,30,0,0.0,0.0
CUST0000994026,200726,2007-08-21,1,5.26,0,0,0,3,0,3,0,0,3,0,0,3,0,0,0,0,3,0,0,0,1.0,1.0
CUST0000993845,200714,2007-05-28,1,8.29,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1.0,1.0
CUST0000993716,200728,2007-09-05,1,111.41,0,52,0,0,52,0,0,52,0,0,0,0,0,52,0,0,52,0,0,0,1.0,1.0
CUST0000993604,200737,2007-11-11,145,1283.81,0,748,0,0,374,321,53,119,252,377,0,546,50,124,28,5,698,39,6,0,0.0,0.0
CUST0000993466,200742,2007-12-15,3,39.79,0,12,0,0,7,4,1,0,4,7,1,11,0,0,0,0,12,0,0,1,0.0,0.0
CUST0000993466,200649,2007-02-03,2,19.37,0,7,0,0,0,7,0,0,3,4,0,3,4,0,0,0,7,0,0,0,2.0,1.0
CUST0000993271,200719,2007-07-03,14,220.27,0,0,123,0,101,16,6,101,17,5,0,94,4,25,0,8,115,0,0,0,1.0,1.0
CUST0000993271,200714,2007-05-31,98,2432.6100000000006,0,0,1355,0,1244,87,24,1201,72,82,0,668,12,670,5,83,1272,0,0,0,0.0,0.0
CUST0000993082,200738,2007-11-17,117,1745.07,0,500,0,0,286,162,52,233,172,93,2,84,105,269,40,500,0,0,0,2,0.0,0.0
CUST0000992774,200740,2007-11-29,69,562.36,0,346,0,0,175,152,19,20,99,227,0,221,30,95,0,316,0,0,30,0,0.0,0.0
CUST0000992596,200740,2007-11-30,31,321.78,0,0,132,0,39,85,8,0,53,79,0,96,6,19,11,128,4,0,0,0,0.0,0.0
CUST0000992462,200729,2007-09-15,4,59.120000000000005,0,0,21,0,18,1,2,0,2,18,1,20,0,0,0,21,0,0,0,1,3.0,1.0
CUST0000992313,200740,2007-11-29,147,4199.5800000000008,0,0,1413,0,1271,131,11,339,72,1002,0,933,120,357,3,11,44,0,1358,0,0.0,0.0
CUST0000992272,200613,2006-05-25,1,1.85,0,2,0,0,0,0,2,0,2,0,0,0,0,2,0,0,0,2,0,0,0.0,0.0
CUST0000992272,200617,2006-06-20,2,6.69,0,6,0,0,0,5,1,0,1,5,0,5,1,0,0,0,0,1,5,0,1.0,1.0
CUST0000991565,200705,2007-03-29,8,10.02,12,0,0,0,0,0,12,0,12,0,0,2,0,0,10,12,0,0,0,0,2.0,1.0
CUST0000991565,200739,2007-11-23,18,65.13000000000001,30,0,0,0,0,17,13,0,25,4,1,5,10,7,7,29,1,0,0,1,0.0,0.0
CUST0000991376,200740,2007-11-29,26,60.25,0,0,49,0,0,25,24,0,39,9,1,23,6,13,6,23,26,0,0,1,0.0,0.0
CUST0000991337,200737,2007-11-06,34,418.36,0,0,253,0,175,70,8,56,49,148,0,144,15,92,2,226,25,2,0,0,0.0,0.0
CUST0000991195,200739,2007-11-22,76,336.76,203,0,0,0,37,121,45,0,127,76,0,56,73,67,7,0,203,0,0,0,0.0,0.0
CUST0000991195,200608,2006-04-17,1,0.3,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1.0,1.0
CUST0000991150,200714,2007-05-29,1,8.129999999999999,0,0,0,4,0,4,0,0,4,0,0,0,0,4,0,4,0,0,0,0,1.0,1.0
CUST0000990401,200740,2007-11-29,162,2221.56,0,0,1278,0,891,359,28,96,222,959,1,994,38,229,16,953,317,8,0,1,0.0,0.0
CUST0000990193,200630,2006-09-20,1,12.5,10,0,0,0,10,0,0,0,0,10,0,10,0,0,0,0,10,0,0,0,0.0,0.0
CUST0000990193,200639,2006-11-20,1,34.29,30,0,0,0,30,0,0,30,0,0,0,0,0,30,0,0,30,0,0,0,1.0,1.0
CUST0000990077,200732,2007-10-04,7,100.54999999999998,70,0,0,0,67,0,3,37,3,30,0,2,21,47,0,0,0,0,70,0,3.0,1.0
CUST0000990077,200729,2007-09-11,12,221.14000000000001,137,0,0,0,123,10,4,98,10,29,0,1,28,105,3,14,0,0,123,0,0.0,0.0
CUST0000990044,200740,2007-11-26,78,828.37000000000012,700,0,0,0,649,51,0,161,11,528,0,200,206,294,0,0,0,0,700,0,0.0,0.0
CUST0000989488,200740,2007-11-29,71,1847.8500000000001,0,0,831,0,746,59,26,508,41,282,0,568,21,235,7,808,21,0,2,0,0.0,0.0
CUST0000989318,200740,2007-11-30,122,2937.5000000000005,0,1492,0,0,1296,157,39,1056,134,302,0,638,32,812,10,1440,2,50,0,0,0.0,0.0
CUST0000989268,200640,2006-11-27,9,40.54,21,0,0,0,0,14,7,0,11,10,0,5,1,14,1,0,21,0,0,0,0.0,0.0
CUST0000989268,200640,2006-12-01,1,0.51,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1.0,1.0
CUST0000989103,200739,2007-11-25,56,2536.1600000000008,0,1096,0,0,1054,35,7,935,26,135,0,693,3,395,5,0,1096,0,0,0,0.0,0.0
CUST0000988538,200738,2007-11-18,13,82.08,0,0,53,0,20,28,5,0,22,31,0,35,4,14,0,9,31,0,13,0,0.0,0.0
CUST0000988538,200704,2007-03-19,3,6.6400000000000006,0,0,5,0,0,0,5,0,5,0,0,5,0,0,0,1,4,0,0,0,2.0,1.0
CUST0000988276,200704,2007-03-22,7,41.14,0,0,32,0,19,9,4,0,13,19,0,28,3,0,1,0,0,32,0,0,1.0,1.0
CUST0000988262,200728,2007-09-05,1,103.7,0,40,0,0,40,0,0,40,0,0,0,0,0,40,0,40,0,0,0,0,1.0,1.0
CUST0000987979,200612,2006-05-21,1,42.22,24,0,0,0,24,0,0,24,0,0,0,24,0,0,0,0,0,0,24,0,1.0,1.0
CUST0000987769,200740,2007-11-27,83,624.13000000000011,290,0,0,0,143,87,60,118,123,49,0,206,36,39,9,228,29,13,20,0,0.0,0.0
CUST0000987552,200740,2007-11-30,23,278.04,173,0,0,0,123,43,7,80,18,75,0,97,29,46,1,173,0,0,0,0,0.0,0.0
CUST0000987542,200740,2007-11-29,116,1023.93,0,0,425,0,213,188,24,0,221,195,9,170,137,108,1,425,0,0,0,9,0.0,0.0
CUST0000987265,200740,2007-11-27,95,1121.8400000000001,0,584,0,0,352,201,31,119,134,331,0,377,6,196,5,0,0,584,0,0,0.0,0.0
CUST0000986685,200726,2007-08-22,1,4.17,0,3,0,0,0,3,0,0,3,0,0,0,0,3,0,3,0,0,0,0,1.0,1.0
CUST0000986685,200716,2007-06-17,55,119.57,0,88,0,0,0,15,73,0,88,0,0,87,1,0,0,87,1,0,0,0,0.0,0.0
CUST0000986591,200740,2007-11-28,120,1112.3,0,449,0,0,202,190,57,84,156,208,1,211,44,174,19,17,3,429,0,1,0.0,0.0
CUST0000986342,200717,2007-06-22,1,1.95,0,0,0,3,0,3,0,0,3,0,0,0,0,3,0,3,0,0,0,0,1.0,1.0
CUST0000986262,200740,2007-11-26,130,485.4,0,0,345,0,0,237,108,0,256,86,3,181,92,65,4,5,0,340,0,3,0.0,0.0
CUST0000986165,200740,2007-11-29,154,1655.24,0,844,0,0,521,251,72,252,254,338,0,472,21,338,13,820,2,22,0,0,0.0,0.0
CUST0000985648,200737,2007-11-07,1,0.86,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1.0,1.0
CUST0000985648,200731,2007-09-29,30,209.61,94,0,0,0,34,55,5,0,56,38,0,18,66,10,0,88,6,0,0,0,0.0,0.0
CUST0000985595,200713,2007-05-25,1,1.48,0,0,0,2,0,0,2,0,2,0,0,2,0,0,0,2,0,0,0,0,1.0,1.0
CUST0000985379,200740,2007-11-28,176,1087.39,0,726,0,0,130,529,67,11,317,398,0,376,94,234,22,454,56,79,137,0,0.0,0.0
CUST0000985355,200609,2006-04-30,1,28.26,16,0,0,0,16,0,0,16,0,0,0,16,0,0,0,0,0,16,0,0,1.0,1.0
CUST0000985163,200739,2007-11-25,104,672.41,0,0,415,0,171,190,54,0,157,258,0,312,22,55,26,6,156,253,0,0,0.0,0.0
CUST0000985022,200734,2007-10-21,82,583.4,0,0,153,0,24,48,81,0,119,29,5,78,27,32,11,13,128,12,0,5,0.0,0.0
CUST0000984963,200740,2007-11-27,49,684.37,0,0,427,0,268,150,9,203,59,165,0,186,6,230,5,427,0,0,0,0,0.0,0.0
CUST0000984916,200728,2007-09-05,4,11.41,0,0,0,5,0,1,4,0,3,0,2,2,0,0,1,5,0,0,0,2,2.0,1.0
CUST0000984916,200648,2007-01-26,2,2.7500000000000004,0,0,0,4,0,4,0,0,3,0,1,3,0,0,0,4,0,0,0,1,0.0,0.0
CUST0000984828,200701,2007-02-27,29,92.160000000000011,74,0,0,0,13,44,17,0,52,22,0,5,28,35,6,0,0,0,74,0,0.0,0.0
CUST0000984828,200712,2007-05-17,3,46.59,6,0,0,0,0,5,1,0,2,4,0,0,2,4,0,0,0,0,6,0,1.0,1.0
CUST0000984808,200735,2007-10-27,1,3.96,0,0,0,4,0,4,0,0,0,4,0,4,0,0,0,4,0,0,0,0,1.0,1.0
CUST0000984478,200701,2007-03-03,1,24.85,0,21,0,0,21,0,0,21,0,0,0,21,0,0,0,21,0,0,0,0,1.0,1.0
CUST0000984094,200739,2007-11-24,87,679.56,0,0,320,0,159,123,38,0,161,149,10,157,65,80,8,277,0,39,4,10,0.0,0.0
CUST0000983830,200739,2007-11-25,118,853.44,0,444,0,0,175,230,39,0,214,230,0,314,39,83,8,424,20,0,0,0,0.0,0.0
CUST0000983579,200741,2007-12-09,2,17.92,0,12,0,0,8,4,0,0,4,8,0,12,0,0,0,12,0,0,0,0,1.0,1.0
CUST0000983323,200739,2007-11-22,25,144.05,0,0,69,0,29,22,18,0,40,29,0,50,5,11,3,10,2,0,57,0,0.0,0.0
CUST0000982560,200740,2007-11-27,32,335.32,0,153,0,0,71,65,17,32,48,73,0,27,31,93,2,153,0,0,0,0,0.0,0.0
CUST0000982155,200737,2007-11-09,3,3.0500000000000003,0,0,0,3,0,0,3,0,3,0,0,3,0,0,0,2,1,0,0,0,3.0,1.0
CUST0000982155,200638,2006-11-18,1,8.22,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0.0,0.0
CUST0000981925,200739,2007-11-22,112,3859.66,1629,0,0,0,1560,44,25,1427,58,144,0,1127,28,459,15,1619,5,0,5,0,0.0,0.0
CUST0000981826,200740,2007-11-29,395,1168.49,0,888,0,0,176,294,418,128,654,100,6,130,490,211,51,265,2,0,621,6,0.0,0.0
CUST0000981759,200743,2007-12-21,2,9.57,0,0,0,6,0,5,1,0,1,5,0,0,5,0,1,5,0,1,0,0,2.0,1.0
CUST0000981610,200736,2007-10-29,26,95.789999999999992,90,0,0,0,8,73,9,0,67,23,0,53,12,20,5,0,5,85,0,0,0.0,0.0
CUST0000981542,200740,2007-11-28,57,480.42999999999995,102,0,0,0,8,44,50,0,84,17,1,58,22,5,16,102,0,0,0,1,0.0,0.0
CUST0000981494,200724,2007-08-06,1,40.2,0,0,19,0,19,0,0,0,0,19,0,19,0,0,0,0,0,0,19,0,1.0,1.0
CUST0000981494,200716,2007-06-11,3,76.39,0,0,36,0,36,0,0,15,0,21,0,26,0,10,0,0,0,0,36,0,0.0,0.0
CUST0000980958,200729,2007-09-10,1,14.29,0,9,0,0,0,9,0,0,0,9,0,9,0,0,0,0,0,0,9,0,1.0,1.0
CUST0000980779,200740,2007-11-29,37,476.96000000000004,0,0,233,0,139,84,10,122,62,44,5,32,33,132,31,218,5,10,0,5,0.0,0.0
CUST0000980418,200740,2007-11-28,209,3732.8900000000003,0,1917,0,0,1590,272,55,1130,181,604,2,705,185,1014,11,1917,0,0,0,2,0.0,0.0
CUST0000980408,200637,2006-11-11,8,8.29,0,0,9,0,0,1,8,0,9,0,0,4,2,0,3,9,0,0,0,0,1.0,1.0
CUST0000980408,200630,2006-09-22,21,46.64,0,0,33,0,0,9,24,0,33,0,0,15,4,7,7,33,0,0,0,0,0.0,0.0
CUST0000980244,200739,2007-11-21,57,1555.28,936,0,0,0,918,15,3,735,3,198,0,280,10,645,1,1,0,935,0,0,0.0,0.0
CUST0000980026,200740,2007-11-27,31,621.48000000000013,0,320,0,0,281,31,8,210,19,91,0,113,9,197,1,320,0,0,0,0,0.0,0.0
CUST0000979780,200739,2007-11-24,113,2412.9,0,0,1177,0,1040,117,20,625,103,449,0,724,26,416,11,1177,0,0,0,0,0.0,0.0
CUST0000979243,200722,2007-07-29,5,10.71,0,0,9,0,0,3,6,0,9,0,0,8,1,0,0,7,0,2,0,0,1.0,1.0
CUST0000979243,200742,2007-12-13,58,695.93,0,0,335,0,176,138,21,33,76,226,0,245,44,46,0,305,1,29,0,0,0.0,0.0
CUST0000979107,200737,2007-11-06,1,7.02,0,0,0,3,0,3,0,0,3,0,0,3,0,0,0,3,0,0,0,0,0.0,0.0
CUST0000978956,200740,2007-11-29,13,138.66,0,71,0,0,51,18,2,12,8,51,0,12,34,24,1,71,0,0,0,0,0.0,0.0
CUST0000978795,200739,2007-11-24,88,1814.2699999999998,0,943,0,0,874,67,2,333,13,594,3,466,88,384,2,18,925,0,0,3,0.0,0.0
CUST0000978286,200740,2007-11-29,40,413.14,238,0,0,0,169,50,19,97,47,94,0,84,22,126,6,185,14,39,0,0,0.0,0.0
CUST0000978270,200739,2007-11-25,47,1505.92,0,0,549,0,494,46,9,292,41,216,0,207,121,221,0,537,0,12,0,0,0.0,0.0
CUST0000978130,200730,2007-09-22,1,9.16,0,0,0,2,0,2,0,0,2,0,0,0,2,0,0,2,0,0,0,0,1.0,1.0
CUST0000977889,200607,2006-04-14,1,8.370000000000001,0,0,0,5,0,5,0,0,5,0,0,5,0,0,0,0,0,0,5,0,1.0,1.0
CUST0000977878,200706,2007-04-04,1,11.37,0,3,0,0,0,3,0,0,3,0,0,0,3,0,0,3,0,0,0,0,1.0,1.0
CUST0000977878,200705,2007-03-30,5,36.47,0,23,0,0,12,8,3,0,4,19,0,1,1,21,0,22,1,0,0,0,0.0,0.0
CUST0000977551,200637,2006-11-12,7,126.73,96,0,0,0,86,6,4,81,4,11,0,8,7,81,0,94,0,0,2,0,1.0,1.0
CUST0000977551,200631,2006-09-27,79,1421.3999999999999,911,0,0,0,743,153,15,607,63,241,0,147,73,684,7,901,10,0,0,0,0.0,0.0
CUST0000977193,200740,2007-11-30,81,451.34000000000003,216,0,0,0,55,94,67,45,126,45,0,64,52,88,12,177,38,0,1,0,0.0,0.0
CUST0000977162,200646,2007-01-09,1,41.16,28,0,0,0,28,0,0,28,0,0,0,0,0,28,0,28,0,0,0,0,1.0,1.0
CUST0000977162,200739,2007-11-24,17,202.72,139,0,0,0,106,21,12,98,33,8,0,15,72,46,6,133,0,6,0,0,0.0,0.0
CUST0000976866,200619,2006-07-06,2,42.290000000000006,22,0,0,0,18,4,0,0,4,18,0,18,4,0,0,22,0,0,0,0,1.0,1.0
CUST0000976866,200612,2006-05-21,2,42.11,24,0,0,0,18,6,0,18,0,6,0,0,0,24,0,6,18,0,0,0,0.0,0.0
CUST0000976863,200703,2007-03-17,2,41.89,0,18,0,0,18,0,0,0,0,18,0,8,0,10,0,18,0,0,0,0,1.0,1.0
CUST0000976731,200713,2007-05-26,10,79.59,74,0,0,0,63,4,7,40,10,23,1,5,1,63,4,0,74,0,0,1,1.0,1.0
CUST0000976731,200705,2007-03-26,34,222.15999999999997,126,0,0,0,39,71,16,12,53,59,2,80,20,24,0,8,118,0,0,2,0.0,0.0
CUST0000976555,200735,2007-10-23,2,11.89,0,0,0,5,0,4,1,0,5,0,0,4,0,0,1,5,0,0,0,0,2.0,1.0
CUST0000976555,200724,2007-08-09,1,0.28,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0.0,0.0
CUST0000976529,200740,2007-11-30,501,2911.27,2297,0,0,0,973,1135,189,238,927,1132,0,1396,248,635,18,2016,34,239,8,0,0.0,0.0
CUST0000975940,200740,2007-11-30,549,5732.079999999999,0,0,2885,0,1332,1420,133,267,910,1703,5,1431,357,1036,56,144,81,2660,0,5,0.0,0.0
CUST0000975797,200722,2007-07-24,28,266.34,178,0,0,0,131,39,8,26,42,109,1,80,43,54,0,0,0,0,178,1,0.0,0.0
CUST0000975797,200728,2007-09-06,7,40.51,21,0,0,0,0,17,4,0,10,11,0,13,0,7,1,0,0,0,21,0,1.0,1.0
CUST0000975676,200624,2006-08-13,3,15.7,0,0,6,0,0,6,0,0,6,0,0,2,0,2,2,4,0,0,2,0,1.0,1.0
CUST0000975676,200740,2007-11-30,41,699.65,0,0,280,0,195,76,9,49,64,166,1,141,34,101,3,254,0,16,10,1,0.0,0.0
CUST0000975317,200728,2007-09-09,1,0.96,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1.0,1.0
CUST0000975272,200740,2007-11-28,390,3183.1000000000013,0,0,1990,0,1134,607,249,582,515,884,9,1303,85,591,2,1524,466,0,0,9,0.0,0.0
CUST0000975006,200739,2007-11-19,6,169.71999999999997,82,0,0,0,66,16,0,55,0,27,0,11,0,71,0,0,0,82,0,0,0.0,0.0
CUST0000974910,200609,2006-04-24,1,6.32,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1.0,1.0
CUST0000974781,200716,2007-06-12,1,74.56,0,0,39,0,39,0,0,39,0,0,0,0,0,39,0,0,0,0,39,0,1.0,1.0
CUST0000974742,200649,2007-01-29,1,1.54,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1.0,1.0
CUST0000974546,200740,2007-11-30,73,1027.5,0,466,0,0,308,138,20,136,81,249,0,252,6,198,10,466,0,0,0,0,0.0,0.0
CUST0000974519,200739,2007-11-20,52,439.09000000000003,0,206,0,0,40,154,12,0,85,121,0,106,11,78,11,206,0,0,0,0,0.0,0.0
CUST0000974365,200629,2006-09-13,1,26.33,0,14,0,0,14,0,0,14,0,0,0,0,0,14,0,0,14,0,0,0,1.0,1.0
CUST0000974297,200740,2007-11-30,193,3845.75,0,0,1025,0,649,320,56,83,241,696,5,581,173,233,33,1025,0,0,0,5,0.0,0.0
CUST0000973965,200740,2007-11-30,123,1772.49,0,682,0,0,459,197,26,118,128,435,1,226,83,358,14,623,11,48,0,1,0.0,0.0
CUST0000973403,200731,2007-09-27,2,14.49,0,10,0,0,0,10,0,0,2,8,0,0,0,8,2,10,0,0,0,0,1.0,1.0
CUST0000972938,200713,2007-05-26,17,69.570000000000007,0,69,0,0,22,36,11,16,47,6,0,32,5,32,0,53,16,0,0,0,0.0,0.0
CUST0000972938,200717,2007-06-18,1,8.43,0,2,0,0,0,2,0,0,2,0,0,2,0,0,0,2,0,0,0,0,1.0,1.0
CUST0000972290,200740,2007-11-28,27,230.84,140,0,0,0,74,59,7,20,36,84,0,69,55,11,5,137,0,3,0,0,0.0,0.0
CUST0000972119,200716,2007-06-14,3,6.38,0,0,5,0,0,3,2,0,5,0,0,1,1,3,0,5,0,0,0,0,2.0,1.0
CUST0000972119,200708,2007-04-16,5,41.67,0,0,24,0,15,4,5,15,5,4,0,18,2,4,0,22,0,2,0,0,0.0,0.0
CUST0000972049,200714,2007-06-03,4,22.24,0,11,0,0,4,7,0,0,7,4,0,7,4,0,0,11,0,0,0,0,0.0,0.0
CUST0000972049,200728,2007-09-05,3,7.87,0,4,0,0,0,2,2,0,4,0,0,2,0,0,2,2,2,0,0,0,2.0,1.0
CUST0000971991,200740,2007-11-28,57,745.95,0,0,357,0,240,106,11,19,97,241,0,263,18,75,1,224,131,0,2,0,0.0,0.0
CUST0000971929,200615,2006-06-06,1,2.0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1.0,1.0
CUST0000971929,200739,2007-11-23,29,703.66,0,351,0,0,326,19,6,136,21,194,0,235,15,101,0,348,0,3,0,0,0.0,0.0
CUST0000971672,200704,2007-03-23,18,82.05,0,0,44,0,0,30,14,0,29,15,0,30,6,6,2,1,43,0,0,0,0.0,0.0
CUST0000971672,200711,2007-05-09,1,4.51,0,0,3,0,0,3,0,0,3,0,0,3,0,0,0,0,3,0,0,0,1.0,1.0
CUST0000971633,200740,2007-11-28,28,659.18000000000006,0,0,239,0,188,45,6,51,16,172,0,140,12,87,0,234,0,5,0,0,0.0,0.0
CUST0000971355,200712,2007-05-16,8,81.360000000000014,0,56,0,0,31,21,4,19,10,27,0,34,1,19,2,56,0,0,0,0,0.0,0.0
CUST0000971355,200716,2007-06-12,1,0.51,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1.0,1.0
CUST0000971298,200740,2007-11-30,39,218.49,0,171,0,0,58,88,25,0,75,93,3,104,6,49,9,165,0,0,6,3,0.0,0.0
CUST0000971178,200713,2007-05-25,14,134.8,0,90,0,0,41,41,8,32,21,37,0,36,5,49,0,90,0,0,0,0,1.0,1.0
CUST0000971178,200705,2007-03-28,5,91.7,0,43,0,0,29,14,0,21,8,14,0,27,11,0,5,43,0,0,0,0,0.0,0.0
CUST0000971158,200740,2007-11-27,42,333.38,0,209,0,0,117,80,12,0,59,149,1,99,41,68,0,163,28,13,5,1,0.0,0.0
CUST0000971135,200739,2007-11-23,41,342.87,214,0,0,0,134,59,21,109,57,47,1,63,49,96,5,0,214,0,0,1,0.0,0.0
CUST0000970138,200740,2007-11-26,25,845.84,389,0,0,0,375,13,1,327,14,48,0,44,3,335,7,145,244,0,0,0,0.0,0.0
CUST0000969621,200739,2007-11-24,59,616.54,0,309,0,0,143,146,20,0,82,227,0,127,20,143,19,309,0,0,0,0,0.0,0.0
CUST0000969460,200729,2007-09-12,7,25.21,0,19,0,0,0,17,2,0,18,0,1,9,3,6,0,5,14,0,0,1,2.0,1.0
CUST0000969460,200715,2007-06-08,51,770.0,0,487,0,0,414,50,23,346,52,89,0,86,30,361,10,6,481,0,0,0,0.0,0.0
CUST0000969302,200741,2007-12-06,4,237.73000000000002,0,93,0,0,93,0,0,77,0,16,0,93,0,0,0,93,0,0,0,0,3.0,1.0
CUST0000969302,200738,2007-11-16,11,573.86,0,235,0,0,235,0,0,183,0,52,0,166,0,69,0,235,0,0,0,0,0.0,0.0
