CUST_CODE,LAST_WEEK,LAST_DATE,TOTAL_COME,TOTAL_SPEND,CUS_SEN_LA,CUS_SEN_MM,CUS_SEN_UM,CUS_SEN_XX,BAS_SIZE_L,BAS_SIZE_M,BAS_SIZE_S,BAS_TYPE_FULL,BAS_TYPE_SMALL,BAS_TYPE_TOP,BAS_TYPE_XX,BAS_DO_FRESH,BAS_DO_GROCERY,BAS_DO_MIX,BAS_DO_NONFOOD,STORE_FOR_LS,STORE_FOR_MS,STORE_FOR_SS,STORE_FOR_XLS,STORE_FOR_XX,Total_CHURN,CHURN
CUST0000994500,200643,2006-12-22,1,0.45,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1.0,1.0
CUST0000994456,200705,2007-03-27,118,760.87000000000012,410,0,0,0,117,225,68,59,195,156,0,161,65,149,35,410,0,0,0,0,0.0,0.0
CUST0000994430,200703,2007-03-16,4,19.78,12,0,0,0,0,9,3,0,12,0,0,6,6,0,0,12,0,0,0,0,0.0,0.0
CUST0000994430,200708,2007-04-19,2,5.1400000000000006,5,0,0,0,0,4,1,0,1,4,0,4,0,0,1,5,0,0,0,0,1.0,1.0
CUST0000994225,200705,2007-03-31,165,1716.48,0,0,871,0,546,264,61,52,202,617,0,649,22,181,19,851,17,0,3,0,0.0,0.0
CUST0000994092,200705,2007-03-29,98,1840.19,0,1074,0,0,931,124,19,608,68,398,0,531,36,499,8,1048,0,0,26,0,0.0,0.0
CUST0000993604,200705,2007-03-31,73,697.59999999999991,0,392,0,0,221,146,25,92,117,183,0,259,40,76,17,0,349,39,4,0,0.0,0.0
CUST0000993466,200649,2007-02-03,2,19.37,0,7,0,0,0,7,0,0,3,4,0,3,4,0,0,0,7,0,0,0,2.0,1.0
CUST0000993466,200649,2007-01-31,2,32.66,0,8,0,0,7,0,1,0,0,7,1,7,0,0,0,0,8,0,0,1,0.0,0.0
CUST0000993271,200705,2007-03-29,87,2160.3900000000003,0,0,1214,0,1111,84,19,1080,64,70,0,592,10,608,4,60,1154,0,0,0,0.0,0.0
CUST0000993082,200705,2007-03-30,67,1275.1,0,316,0,0,196,98,22,178,95,42,1,53,69,176,17,316,0,0,0,1,0.0,0.0
CUST0000992774,200704,2007-03-19,29,197.35999999999999,0,124,0,0,32,85,7,0,44,80,0,68,17,39,0,124,0,0,0,0,0.0,0.0
CUST0000992596,200705,2007-03-27,3,45.02,0,0,19,0,8,11,0,0,0,19,0,11,0,8,0,19,0,0,0,0,0.0,0.0
CUST0000992462,200633,2006-10-12,2,33.75,0,0,18,0,18,0,0,0,0,18,0,18,0,0,0,18,0,0,0,0,2.0,1.0
CUST0000992313,200705,2007-03-27,83,2259.7700000000004,0,0,830,0,760,63,7,194,36,600,0,498,64,266,2,3,20,0,807,0,0.0,0.0
CUST0000992272,200617,2006-06-20,2,6.69,0,6,0,0,0,5,1,0,1,5,0,5,1,0,0,0,0,1,5,0,1.0,1.0
CUST0000992272,200613,2006-05-25,1,1.85,0,2,0,0,0,0,2,0,2,0,0,0,0,2,0,0,0,2,0,0,0.0,0.0
CUST0000991565,200647,2007-01-21,8,51.02,11,0,0,0,0,7,4,0,7,4,0,1,7,0,3,11,0,0,0,0,0.0,0.0
CUST0000991565,200705,2007-03-29,8,10.02,12,0,0,0,0,0,12,0,12,0,0,2,0,0,10,12,0,0,0,0,2.0,1.0
CUST0000991337,200703,2007-03-17,21,296.78999999999996,0,0,183,0,137,40,6,56,17,110,0,88,3,90,2,181,0,2,0,0,0.0,0.0
CUST0000991195,200704,2007-03-23,23,90.44,69,0,0,0,5,51,13,0,50,19,0,32,18,19,0,0,69,0,0,0,0.0,0.0
CUST0000991195,200608,2006-04-17,1,0.3,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1.0,1.0
CUST0000990401,200705,2007-03-28,90,1182.24,0,0,703,0,464,223,16,39,127,536,1,565,14,111,12,506,190,7,0,1,0.0,0.0
CUST0000990193,200639,2006-11-20,1,34.29,30,0,0,0,30,0,0,30,0,0,0,0,0,30,0,0,30,0,0,0,1.0,1.0
CUST0000990193,200630,2006-09-20,1,12.5,10,0,0,0,10,0,0,0,0,10,0,10,0,0,0,0,10,0,0,0,0.0,0.0
CUST0000990077,200636,2006-11-03,1,47.1,28,0,0,0,28,0,0,28,0,0,0,0,28,0,0,0,0,0,28,0,0.0,0.0
CUST0000990077,200648,2007-01-26,5,68.449999999999989,49,0,0,0,46,0,3,37,3,9,0,2,10,37,0,0,0,0,49,0,2.0,1.0
CUST0000990044,200705,2007-03-28,48,461.52000000000004,395,0,0,0,354,41,0,61,6,328,0,112,156,127,0,0,0,0,395,0,0.0,0.0
CUST0000989488,200702,2007-03-05,41,934.9,0,0,395,0,327,50,18,191,28,176,0,285,10,93,7,392,1,0,2,0,0.0,0.0
CUST0000989318,200705,2007-03-28,72,1619.4200000000003,0,856,0,0,760,67,29,602,67,187,0,281,19,546,10,819,0,37,0,0,0.0,0.0
CUST0000989268,200640,2006-12-01,1,0.51,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1.0,1.0
CUST0000989268,200640,2006-11-27,9,40.54,21,0,0,0,0,14,7,0,11,10,0,5,1,14,1,0,21,0,0,0,0.0,0.0
CUST0000989103,200705,2007-03-26,24,1019.9000000000001,0,486,0,0,476,4,6,430,6,50,0,308,0,173,5,0,486,0,0,0,0.0,0.0
CUST0000988538,200704,2007-03-19,3,6.6400000000000006,0,0,5,0,0,0,5,0,5,0,0,5,0,0,0,1,4,0,0,0,2.0,1.0
CUST0000988538,200643,2006-12-24,5,9.0,0,0,9,0,0,4,5,0,9,0,0,5,4,0,0,9,0,0,0,0,0.0,0.0
CUST0000988276,200704,2007-03-22,7,41.14,0,0,32,0,19,9,4,0,13,19,0,28,3,0,1,0,0,32,0,0,1.0,1.0
CUST0000987979,200612,2006-05-21,1,42.22,24,0,0,0,24,0,0,24,0,0,0,24,0,0,0,0,0,0,24,0,1.0,1.0
CUST0000987769,200703,2007-03-12,44,315.18000000000006,138,0,0,0,66,40,32,46,67,25,0,112,12,6,8,112,7,0,19,0,0.0,0.0
CUST0000987542,200705,2007-03-28,61,470.23,0,0,168,0,39,108,21,0,116,45,7,71,55,34,1,168,0,0,0,7,0.0,0.0
CUST0000987265,200705,2007-03-30,65,741.23,0,379,0,0,208,144,27,85,79,215,0,213,6,159,1,0,0,379,0,0,0.0,0.0
CUST0000986685,200705,2007-03-31,40,72.85,0,64,0,0,0,5,59,0,64,0,0,63,1,0,0,63,1,0,0,0,0.0,0.0
CUST0000986591,200705,2007-03-26,49,385.67,0,191,0,0,72,95,24,25,65,101,0,107,8,65,11,17,0,174,0,0,0.0,0.0
CUST0000986262,200705,2007-03-30,69,242.65,0,0,175,0,0,115,60,0,137,37,1,105,39,29,1,5,0,170,0,1,0.0,0.0
CUST0000986165,200705,2007-03-27,91,920.79000000000008,0,452,0,0,256,152,44,87,153,212,0,268,10,162,12,437,0,15,0,0,0.0,0.0
CUST0000985648,200704,2007-03-25,20,145.43,64,0,0,0,23,38,3,0,37,27,0,12,42,10,0,64,0,0,0,0,0.0,0.0
CUST0000985379,200704,2007-03-23,131,755.97,0,498,0,0,69,372,57,11,233,254,0,232,79,171,16,277,9,78,134,0,0.0,0.0
CUST0000985355,200609,2006-04-30,1,28.26,16,0,0,0,16,0,0,16,0,0,0,16,0,0,0,0,0,16,0,0,1.0,1.0
CUST0000985163,200705,2007-03-30,60,341.6,0,0,234,0,64,140,30,0,99,135,0,179,10,24,21,6,93,135,0,0,0.0,0.0
CUST0000985022,200709,2007-04-28,75,561.83,0,0,137,0,24,35,78,0,103,29,5,67,22,32,11,13,112,12,0,5,0.0,0.0
CUST0000984963,200701,2007-02-28,28,404.75000000000006,0,0,244,0,153,86,5,123,37,84,0,92,5,143,4,244,0,0,0,0,0.0,0.0
CUST0000984916,200648,2007-01-26,2,2.7500000000000004,0,0,0,4,0,4,0,0,3,0,1,3,0,0,0,4,0,0,0,1,0.0,0.0
CUST0000984916,200651,2007-02-12,3,2.05,0,0,0,4,0,1,3,0,2,0,2,2,0,0,0,4,0,0,0,2,1.0,1.0
CUST0000984828,200701,2007-02-27,29,92.160000000000011,74,0,0,0,13,44,17,0,52,22,0,5,28,35,6,0,0,0,74,0,0.0,0.0
CUST0000984478,200701,2007-03-03,1,24.85,0,21,0,0,21,0,0,21,0,0,0,21,0,0,0,21,0,0,0,0,1.0,1.0
CUST0000984094,200705,2007-03-30,44,384.89,0,0,139,0,63,44,32,0,74,63,2,75,40,22,0,118,0,21,0,2,0.0,0.0
CUST0000983830,200705,2007-03-28,66,449.14000000000004,0,232,0,0,85,120,27,0,121,111,0,160,19,47,6,218,14,0,0,0,0.0,0.0
CUST0000983323,200708,2007-04-22,14,44.239999999999995,0,0,23,0,4,5,14,0,19,4,0,11,5,4,3,5,2,0,16,0,0.0,0.0
CUST0000982560,200704,2007-03-22,22,234.99,0,103,0,0,54,38,11,32,32,39,0,10,26,65,2,103,0,0,0,0,0.0,0.0
CUST0000982155,200638,2006-11-18,1,8.22,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0.0,0.0
CUST0000982155,200706,2007-04-07,2,2.74,0,0,0,2,0,0,2,0,2,0,0,2,0,0,0,1,1,0,0,0,2.0,1.0
CUST0000981925,200703,2007-03-14,64,2553.59,1083,0,0,0,1052,22,9,994,31,58,0,653,15,409,6,1078,1,0,4,0,0.0,0.0
CUST0000981826,200705,2007-03-30,216,702.41000000000008,0,485,0,0,125,120,240,94,343,48,0,56,272,134,23,157,2,0,326,0,0.0,0.0
CUST0000981759,200620,2006-07-12,1,8.72,0,0,0,5,0,5,0,0,0,5,0,0,5,0,0,5,0,0,0,0,1.0,1.0
CUST0000981610,200704,2007-03-21,18,62.320000000000007,56,0,0,0,0,48,8,0,40,16,0,29,9,14,4,0,2,54,0,0,0.0,0.0
CUST0000981542,200705,2007-03-28,18,193.95000000000002,32,0,0,0,5,11,16,0,26,5,1,9,9,5,8,32,0,0,0,1,0.0,0.0
CUST0000980779,200703,2007-03-14,21,272.88,0,0,116,0,72,36,8,67,39,5,5,20,16,56,19,112,4,0,0,5,0.0,0.0
CUST0000980418,200704,2007-03-24,131,1928.1200000000001,0,1082,0,0,845,197,40,554,121,406,1,397,84,590,10,1082,0,0,0,1,0.0,0.0
CUST0000980408,200630,2006-09-22,21,46.64,0,0,33,0,0,9,24,0,33,0,0,15,4,7,7,33,0,0,0,0,0.0,0.0
CUST0000980408,200637,2006-11-11,8,8.29,0,0,9,0,0,1,8,0,9,0,0,4,2,0,3,9,0,0,0,0,1.0,1.0
CUST0000980244,200704,2007-03-20,37,1016.81,612,0,0,0,596,15,1,477,1,134,0,154,9,449,0,0,0,612,0,0,0.0,0.0
CUST0000980026,200704,2007-03-23,2,87.300000000000026,0,44,0,0,44,0,0,44,0,0,0,0,0,44,0,44,0,0,0,0,0.0,0.0
CUST0000979780,200705,2007-03-29,61,1116.1499999999999,0,0,550,0,447,86,17,229,66,255,0,375,24,145,6,550,0,0,0,0,0.0,0.0
CUST0000979243,200702,2007-03-05,55,662.38,0,0,321,0,176,126,19,33,69,219,0,238,42,41,0,300,1,20,0,0,0.0,0.0
CUST0000978956,200708,2007-04-20,7,84.200000000000017,0,36,0,0,21,14,1,12,3,21,0,0,20,16,0,36,0,0,0,0,0.0,0.0
CUST0000978795,200705,2007-03-30,51,1094.26,0,564,0,0,526,37,1,222,9,330,3,222,70,268,1,18,546,0,0,3,0.0,0.0
CUST0000978286,200705,2007-03-26,21,259.54,144,0,0,0,109,28,7,52,17,75,0,54,19,68,3,141,2,1,0,0,0.0,0.0
CUST0000978270,200705,2007-03-30,35,1053.36,0,0,389,0,349,32,8,197,33,159,0,147,79,163,0,377,0,12,0,0,0.0,0.0
CUST0000977889,200607,2006-04-14,1,8.370000000000001,0,0,0,5,0,5,0,0,5,0,0,5,0,0,0,0,0,0,5,0,1.0,1.0
CUST0000977878,200706,2007-04-04,1,11.37,0,3,0,0,0,3,0,0,3,0,0,0,3,0,0,3,0,0,0,0,1.0,1.0
CUST0000977878,200705,2007-03-30,5,36.47,0,23,0,0,12,8,3,0,4,19,0,1,1,21,0,22,1,0,0,0,0.0,0.0
CUST0000977551,200631,2006-09-27,79,1421.3999999999999,911,0,0,0,743,153,15,607,63,241,0,147,73,684,7,901,10,0,0,0,0.0,0.0
CUST0000977551,200637,2006-11-12,7,126.73,96,0,0,0,86,6,4,81,4,11,0,8,7,81,0,94,0,0,2,0,1.0,1.0
CUST0000977193,200704,2007-03-22,29,159.97000000000003,84,0,0,0,31,31,22,21,42,21,0,24,8,45,7,81,3,0,0,0,0.0,0.0
CUST0000977162,200646,2007-01-09,1,41.16,28,0,0,0,28,0,0,28,0,0,0,0,0,28,0,28,0,0,0,0,1.0,1.0
CUST0000976866,200612,2006-05-21,2,42.11,24,0,0,0,18,6,0,18,0,6,0,0,0,24,0,6,18,0,0,0,0.0,0.0
CUST0000976866,200619,2006-07-06,2,42.290000000000006,22,0,0,0,18,4,0,0,4,18,0,18,4,0,0,22,0,0,0,0,1.0,1.0
CUST0000976863,200703,2007-03-17,2,41.89,0,18,0,0,18,0,0,0,0,18,0,8,0,10,0,18,0,0,0,0,1.0,1.0
CUST0000976731,200705,2007-03-26,34,222.15999999999997,126,0,0,0,39,71,16,12,53,59,2,80,20,24,0,8,118,0,0,2,0.0,0.0
CUST0000976555,200631,2006-09-30,1,0.65,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1.0,1.0
CUST0000976529,200705,2007-03-30,323,1878.2599999999998,1457,0,0,0,644,677,136,160,590,707,0,818,208,413,18,1280,23,146,8,0,0.0,0.0
CUST0000975940,200705,2007-03-31,307,3360.2599999999998,0,0,1674,0,867,735,72,202,475,994,3,783,209,664,15,89,54,1531,0,3,0.0,0.0
CUST0000975797,200704,2007-03-25,14,151.51,103,0,0,0,81,20,2,15,21,66,1,49,31,22,0,0,0,0,103,1,0.0,0.0
CUST0000975676,200624,2006-08-13,3,15.7,0,0,6,0,0,6,0,0,6,0,0,2,0,2,2,4,0,0,2,0,1.0,1.0
CUST0000975676,200703,2007-03-17,10,102.31,0,0,41,0,17,20,4,0,18,22,1,17,8,15,0,32,0,1,8,1,0.0,0.0
CUST0000975272,200705,2007-03-31,240,1979.2800000000007,0,0,1253,0,734,364,155,382,323,548,0,867,31,353,2,972,281,0,0,0,0.0,0.0
CUST0000974910,200609,2006-04-24,1,6.32,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1.0,1.0
CUST0000974742,200649,2007-01-29,1,1.54,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1.0,1.0
CUST0000974546,200703,2007-03-12,43,690.48,0,320,0,0,229,79,12,122,42,156,0,180,1,134,5,320,0,0,0,0,0.0,0.0
CUST0000974519,200704,2007-03-19,27,241.65,0,102,0,0,16,81,5,0,51,51,0,53,3,43,3,102,0,0,0,0,0.0,0.0
CUST0000974365,200629,2006-09-13,1,26.33,0,14,0,0,14,0,0,14,0,0,0,0,0,14,0,0,14,0,0,0,1.0,1.0
CUST0000974297,200705,2007-03-30,114,2289.35,0,0,645,0,413,206,26,33,147,463,2,372,136,118,17,645,0,0,0,2,0.0,0.0
CUST0000973965,200705,2007-03-30,50,787.33,0,314,0,0,224,79,11,90,54,170,0,161,11,141,1,274,2,38,0,0,0.0,0.0
CUST0000972938,200703,2007-03-17,16,67.28,0,67,0,0,22,36,9,16,45,6,0,30,5,32,0,51,16,0,0,0,0.0,0.0
CUST0000972119,200642,2006-12-12,1,0.5,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1.0,1.0
CUST0000972119,200708,2007-04-16,5,41.67,0,0,24,0,15,4,5,15,5,4,0,18,2,4,0,22,0,2,0,0,0.0,0.0
CUST0000972049,200615,2006-06-11,1,0.53,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1.0,1.0
CUST0000971991,200702,2007-03-05,24,279.28999999999996,0,0,133,0,87,39,7,19,37,77,0,76,12,44,1,61,72,0,0,0,0.0,0.0
CUST0000971929,200615,2006-06-06,1,2.0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1.0,1.0
CUST0000971929,200704,2007-03-21,11,250.94,0,122,0,0,111,9,2,38,7,77,0,106,2,14,0,119,0,3,0,0,0.0,0.0
CUST0000971672,200704,2007-03-23,18,82.05,0,0,44,0,0,30,14,0,29,15,0,30,6,6,2,1,43,0,0,0,0.0,0.0
CUST0000971355,200649,2007-02-03,6,67.890000000000015,0,49,0,0,31,15,3,19,3,27,0,27,1,19,2,49,0,0,0,0,0.0,0.0
CUST0000971298,200652,2007-02-21,22,166.95,0,121,0,0,38,76,7,0,48,73,0,75,3,34,9,115,0,0,6,0,0.0,0.0
CUST0000971178,200705,2007-03-28,5,91.7,0,43,0,0,29,14,0,21,8,14,0,27,11,0,5,43,0,0,0,0,0.0,0.0
CUST0000971158,200708,2007-04-18,25,148.73,0,108,0,0,44,55,9,0,42,66,0,72,16,20,0,96,3,4,5,0,0.0,0.0
CUST0000971135,200704,2007-03-23,18,55.589999999999996,45,0,0,0,5,26,14,0,30,15,0,17,9,17,2,0,45,0,0,0,0.0,0.0
CUST0000969621,200705,2007-03-28,31,316.56,0,152,0,0,62,79,11,0,47,105,0,44,14,81,13,152,0,0,0,0,0.0,0.0
CUST0000969460,200648,2007-01-27,50,765.79,0,483,0,0,414,46,23,346,52,85,0,86,30,357,10,6,477,0,0,0,0.0,0.0
CUST0000969460,200704,2007-03-21,5,23.18,0,14,0,0,0,14,0,0,13,0,1,9,0,4,0,0,14,0,0,1,1.0,1.0
CUST0000969302,200647,2007-01-16,2,93.15,0,40,0,0,40,0,0,40,0,0,0,40,0,0,0,40,0,0,0,0,1.0,1.0
CUST0000969302,200633,2006-10-10,6,307.73,0,135,0,0,135,0,0,98,0,37,0,110,0,25,0,135,0,0,0,0,0.0,0.0
CUST0000969237,200704,2007-03-21,29,552.88000000000011,0,244,0,0,218,19,7,14,26,204,0,191,6,45,2,149,95,0,0,0,0.0,0.0
CUST0000969123,200704,2007-03-25,81,465.7,0,241,0,0,59,141,41,0,154,87,0,127,42,66,6,115,126,0,0,0,0.0,0.0
CUST0000969050,200705,2007-03-30,68,559.04,0,254,0,0,143,98,13,30,127,95,2,95,65,83,9,184,48,0,22,2,0.0,0.0
CUST0000968749,200635,2006-10-25,4,84.95,0,50,0,0,46,3,1,46,4,0,0,26,0,21,3,0,50,0,0,0,1.0,1.0
CUST0000968749,200631,2006-09-30,17,333.23999999999995,0,181,0,0,152,25,4,125,9,47,0,39,2,139,1,1,180,0,0,0,0.0,0.0
CUST0000968322,200709,2007-04-26,12,241.99,126,0,0,0,111,15,0,48,9,69,0,47,60,19,0,126,0,0,0,0,0.0,0.0
CUST0000968222,200703,2007-03-16,50,200.29000000000002,0,88,0,0,0,44,44,0,79,5,4,36,23,21,4,26,62,0,0,4,0.0,0.0
CUST0000967987,200705,2007-03-27,125,551.4,0,325,0,0,29,192,104,0,223,102,0,169,31,113,12,14,311,0,0,0,0.0,0.0
CUST0000967657,200703,2007-03-15,42,1009.5799999999999,667,0,0,0,646,19,2,534,10,123,0,163,62,440,2,506,161,0,0,0,0.0,0.0
CUST0000967395,200652,2007-02-25,3,17.939999999999998,0,0,0,9,0,7,2,0,9,0,0,7,2,0,0,0,9,0,0,0,2.0,1.0
CUST0000967288,200705,2007-03-31,87,508.45,338,0,0,0,49,245,44,0,203,135,0,218,30,90,0,4,0,334,0,0,0.0,0.0
CUST0000967041,200704,2007-03-24,19,51.86,0,0,27,0,0,13,14,0,23,4,0,12,6,8,1,21,0,0,6,0,1.0,1.0
CUST0000967041,200648,2007-01-28,77,275.34000000000003,0,0,148,0,4,76,68,0,140,8,0,64,46,32,6,134,3,0,11,0,0.0,0.0
CUST0000966156,200705,2007-03-30,70,1795.9699999999998,0,641,0,0,567,57,17,328,49,264,0,302,43,293,3,620,3,14,4,0,0.0,0.0
CUST0000965784,200647,2007-01-21,3,132.55,46,0,0,0,46,0,0,19,0,27,0,13,0,33,0,46,0,0,0,0,2.0,1.0
CUST0000965765,200704,2007-03-24,46,1033.95,0,661,0,0,656,5,0,447,5,209,0,373,0,288,0,656,5,0,0,0,0.0,0.0
CUST0000965597,200705,2007-03-28,17,277.77000000000004,0,0,139,0,121,7,11,0,18,121,0,136,3,0,0,40,15,0,84,0,0.0,0.0
CUST0000965378,200706,2007-04-02,3,92.5,0,48,0,0,48,0,0,18,0,30,0,30,0,18,0,0,48,0,0,0,2.0,1.0
CUST0000965378,200630,2006-09-22,19,235.19000000000003,0,166,0,0,147,19,0,37,0,129,0,64,22,80,0,0,166,0,0,0,0.0,0.0
CUST0000965308,200629,2006-09-17,1,14.29,9,0,0,0,9,0,0,0,0,9,0,0,9,0,0,9,0,0,0,0,0.0,0.0
CUST0000965308,200637,2006-11-09,1,6.99,5,0,0,0,0,5,0,0,5,0,0,5,0,0,0,0,0,5,0,0,1.0,1.0
CUST0000965181,200631,2006-09-25,2,81.9,0,39,0,0,39,0,0,39,0,0,0,39,0,0,0,39,0,0,0,0,1.0,1.0
CUST0000964472,200709,2007-04-23,1,10.67,0,0,0,9,9,0,0,0,0,9,0,0,0,9,0,9,0,0,0,0,1.0,1.0
CUST0000964342,200705,2007-03-31,72,592.79,472,0,0,0,268,170,34,135,67,269,1,180,16,260,15,472,0,0,0,1,0.0,0.0
CUST0000964191,200613,2006-05-22,7,89.740000000000023,45,0,0,0,41,0,4,17,4,24,0,14,4,27,0,45,0,0,0,0,1.0,1.0
CUST0000964168,200649,2007-02-04,1,13.759999999999998,0,0,8,0,0,8,0,0,0,8,0,0,8,0,0,8,0,0,0,0,1.0,1.0
CUST0000963716,200701,2007-02-27,8,52.87,0,0,32,0,7,22,3,0,12,20,0,8,4,13,7,7,4,21,0,0,0.0,0.0
CUST0000963716,200621,2006-07-22,1,0.64,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1.0,1.0
CUST0000963557,200625,2006-08-17,2,19.29,0,7,0,0,0,7,0,0,2,5,0,0,7,0,0,7,0,0,0,0,1.0,1.0
CUST0000963557,200709,2007-04-23,3,37.370000000000005,0,27,0,0,25,0,2,0,2,25,0,0,0,25,2,0,27,0,0,0,0.0,0.0
CUST0000963329,200705,2007-03-31,47,408.14,334,0,0,0,218,112,4,25,21,288,0,117,41,174,2,0,0,1,333,0,0.0,0.0
CUST0000962337,200704,2007-03-25,36,532.1099999999999,0,303,0,0,277,23,3,54,15,234,0,103,42,152,6,303,0,0,0,0,0.0,0.0
CUST0000962125,200628,2006-09-05,2,3.3,3,0,0,0,0,0,3,0,3,0,0,2,0,0,1,0,3,0,0,0,2.0,1.0
CUST0000962125,200704,2007-03-20,3,11.459999999999997,8,0,0,0,5,2,1,0,3,5,0,1,2,5,0,0,8,0,0,0,0.0,0.0
CUST0000962041,200705,2007-03-30,60,1042.3400000000001,0,614,0,0,569,31,14,114,37,462,1,476,4,131,2,613,0,1,0,1,0.0,0.0
CUST0000961436,200702,2007-03-10,27,702.80000000000007,0,344,0,0,316,28,0,244,17,83,0,165,0,177,2,135,209,0,0,0,0.0,0.0
CUST0000960491,200641,2006-12-04,1,17.09,0,12,0,0,12,0,0,0,0,12,0,12,0,0,0,0,0,0,12,0,1.0,1.0
CUST0000960424,200705,2007-03-31,111,623.18000000000006,0,0,419,0,58,310,51,0,198,221,0,307,9,75,28,246,4,169,0,0,0.0,0.0
CUST0000960281,200705,2007-03-27,55,246.76999999999998,0,175,0,0,84,41,50,71,85,19,0,38,73,64,0,161,0,14,0,0,0.0,0.0
CUST0000960214,200607,2006-04-13,1,3.61,0,4,0,0,0,4,0,0,4,0,0,4,0,0,0,4,0,0,0,0,1.0,1.0
CUST0000960214,200702,2007-03-09,1,0.89,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0.0,0.0
