CUST_CODE,LAST_WEEK,LAST_DATE,TOTAL_COME,TOTAL_SPEND,CUS_SEN_LA,CUS_SEN_MM,CUS_SEN_UM,CUS_SEN_XX,BAS_SIZE_L,BAS_SIZE_M,BAS_SIZE_S,BAS_TYPE_FULL,BAS_TYPE_SMALL,BAS_TYPE_TOP,BAS_TYPE_XX,BAS_DO_FRESH,BAS_DO_GROCERY,BAS_DO_MIX,BAS_DO_NONFOOD,STORE_FOR_LS,STORE_FOR_MS,STORE_FOR_SS,STORE_FOR_XLS,STORE_FOR_XX,Total_CHURN,CHURN
CUST0000991565,200705,2007-03-29,8,10.02,12,0,0,0,0,0,12,0,12,0,0,2,0,0,10,12,0,0,0,0,2.0,1.0
CUST0000991565,200728,2007-09-08,13,58.010000000000005,19,0,0,0,0,10,9,0,15,4,0,5,9,0,5,19,0,0,0,0,0.0,0.0
CUST0000991376,200729,2007-09-10,4,5.98,0,0,5,0,0,0,5,0,5,0,0,4,1,0,0,2,3,0,0,0,0.0,0.0
CUST0000991337,200728,2007-09-08,33,381.03,0,0,245,0,167,70,8,56,49,140,0,144,7,92,2,218,25,2,0,0,0.0,0.0
CUST0000991195,200731,2007-09-30,61,268.57,167,0,0,0,29,99,39,0,104,63,0,53,60,49,5,0,167,0,0,0,0.0,0.0
CUST0000991195,200608,2006-04-17,1,0.3,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1.0,1.0
CUST0000991150,200714,2007-05-29,1,8.129999999999999,0,0,0,4,0,4,0,0,4,0,0,0,0,4,0,4,0,0,0,0,1.0,1.0
CUST0000990401,200731,2007-09-30,146,1993.2700000000002,0,0,1144,0,782,337,25,79,202,862,1,899,31,197,16,850,286,8,0,1,0.0,0.0
CUST0000990193,200639,2006-11-20,1,34.29,30,0,0,0,30,0,0,30,0,0,0,0,0,30,0,0,30,0,0,0,1.0,1.0
CUST0000990193,200630,2006-09-20,1,12.5,10,0,0,0,10,0,0,0,0,10,0,10,0,0,0,0,10,0,0,0,0.0,0.0
CUST0000990077,200732,2007-10-04,7,100.54999999999998,70,0,0,0,67,0,3,37,3,30,0,2,21,47,0,0,0,0,70,0,3.0,1.0
CUST0000990077,200729,2007-09-11,12,221.14000000000001,137,0,0,0,123,10,4,98,10,29,0,1,28,105,3,14,0,0,123,0,0.0,0.0
CUST0000990044,200731,2007-09-28,69,749.07000000000016,626,0,0,0,580,46,0,148,6,472,0,177,183,266,0,0,0,0,626,0,0.0,0.0
CUST0000989488,200731,2007-09-28,64,1589.7600000000002,0,0,718,0,635,59,24,465,39,214,0,500,21,190,7,715,1,0,2,0,0.0,0.0
CUST0000989318,200731,2007-09-24,111,2674.69,0,1349,0,0,1183,130,36,955,127,267,0,602,30,707,10,1304,2,43,0,0,0.0,0.0
CUST0000989268,200640,2006-11-27,9,40.54,21,0,0,0,0,14,7,0,11,10,0,5,1,14,1,0,21,0,0,0,0.0,0.0
CUST0000989268,200640,2006-12-01,1,0.51,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1.0,1.0
CUST0000989103,200731,2007-09-29,50,2265.5400000000004,0,1004,0,0,968,29,7,858,20,126,0,664,3,332,5,0,1004,0,0,0,0.0,0.0
CUST0000988538,200704,2007-03-19,3,6.6400000000000006,0,0,5,0,0,0,5,0,5,0,0,5,0,0,0,1,4,0,0,0,2.0,1.0
CUST0000988538,200728,2007-09-08,9,53.12,0,0,34,0,10,19,5,0,13,21,0,19,4,11,0,9,15,0,10,0,0.0,0.0
CUST0000988276,200704,2007-03-22,7,41.14,0,0,32,0,19,9,4,0,13,19,0,28,3,0,1,0,0,32,0,0,1.0,1.0
CUST0000988262,200728,2007-09-05,1,103.7,0,40,0,0,40,0,0,40,0,0,0,0,0,40,0,40,0,0,0,0,1.0,1.0
CUST0000987979,200612,2006-05-21,1,42.22,24,0,0,0,24,0,0,24,0,0,0,24,0,0,0,0,0,0,24,0,1.0,1.0
CUST0000987769,200731,2007-09-30,69,530.83,240,0,0,0,115,78,47,90,101,49,0,177,30,24,9,204,16,0,20,0,0.0,0.0
CUST0000987552,200726,2007-08-20,8,109.11,78,0,0,0,70,5,3,44,3,31,0,50,7,21,0,78,0,0,0,0,0.0,0.0
CUST0000987542,200731,2007-09-27,100,827.88999999999987,0,0,344,0,137,183,24,0,200,136,8,157,100,78,1,344,0,0,0,8,0.0,0.0
CUST0000987265,200730,2007-09-22,88,1060.78,0,549,0,0,325,194,30,119,119,311,0,344,6,196,3,0,0,549,0,0,0.0,0.0
CUST0000986685,200726,2007-08-22,1,4.17,0,3,0,0,0,3,0,0,3,0,0,0,0,3,0,3,0,0,0,0,1.0,1.0
CUST0000986685,200716,2007-06-17,55,119.57,0,88,0,0,0,15,73,0,88,0,0,87,1,0,0,87,1,0,0,0,0.0,0.0
CUST0000986591,200731,2007-09-27,89,852.3,0,379,0,0,189,151,39,84,106,189,0,192,28,143,16,17,3,359,0,0,0.0,0.0
CUST0000986342,200717,2007-06-22,1,1.95,0,0,0,3,0,3,0,0,3,0,0,0,0,3,0,3,0,0,0,0,1.0,1.0
CUST0000986262,200731,2007-09-30,110,414.07,0,0,298,0,0,214,84,0,224,72,2,162,73,59,2,5,0,293,0,2,0.0,0.0
CUST0000986165,200731,2007-09-27,140,1504.7,0,758,0,0,467,226,65,198,232,328,0,430,17,299,12,734,2,22,0,0,0.0,0.0
CUST0000985648,200731,2007-09-29,30,209.61,94,0,0,0,34,55,5,0,56,38,0,18,66,10,0,88,6,0,0,0,0.0,0.0
CUST0000985595,200713,2007-05-25,1,1.48,0,0,0,2,0,0,2,0,2,0,0,2,0,0,0,2,0,0,0,0,1.0,1.0
CUST0000985379,200731,2007-09-29,159,994.60000000000014,0,660,0,0,130,468,62,11,278,371,0,332,84,228,16,425,22,79,134,0,0.0,0.0
CUST0000985355,200609,2006-04-30,1,28.26,16,0,0,0,16,0,0,16,0,0,0,16,0,0,0,0,0,16,0,0,1.0,1.0
CUST0000985163,200731,2007-09-29,90,566.83,0,0,370,0,147,181,42,0,136,234,0,279,19,49,23,6,138,226,0,0,0.0,0.0
CUST0000985022,200734,2007-10-21,82,583.4,0,0,153,0,24,48,81,0,119,29,5,78,27,32,11,13,128,12,0,5,0.0,0.0
CUST0000984963,200728,2007-09-08,41,583.23,0,0,366,0,235,125,6,170,43,153,0,169,6,187,4,366,0,0,0,0,0.0,0.0
CUST0000984916,200648,2007-01-26,2,2.7500000000000004,0,0,0,4,0,4,0,0,3,0,1,3,0,0,0,4,0,0,0,1,0.0,0.0
CUST0000984916,200728,2007-09-05,4,11.41,0,0,0,5,0,1,4,0,3,0,2,2,0,0,1,5,0,0,0,2,2.0,1.0
CUST0000984828,200712,2007-05-17,3,46.59,6,0,0,0,0,5,1,0,2,4,0,0,2,4,0,0,0,0,6,0,1.0,1.0
CUST0000984828,200701,2007-02-27,29,92.160000000000011,74,0,0,0,13,44,17,0,52,22,0,5,28,35,6,0,0,0,74,0,0.0,0.0
CUST0000984808,200735,2007-10-27,1,3.96,0,0,0,4,0,4,0,0,0,4,0,4,0,0,0,4,0,0,0,0,1.0,1.0
CUST0000984478,200701,2007-03-03,1,24.85,0,21,0,0,21,0,0,21,0,0,0,21,0,0,0,21,0,0,0,0,1.0,1.0
CUST0000984094,200731,2007-09-29,78,604.21999999999991,0,0,281,0,130,113,38,0,140,133,8,144,65,64,0,241,0,36,4,8,0.0,0.0
CUST0000983830,200731,2007-09-30,100,742.59,0,378,0,0,162,183,33,0,184,194,0,263,35,72,8,358,20,0,0,0,0.0,0.0
CUST0000983323,200730,2007-09-21,22,110.36,0,0,59,0,22,20,17,0,37,22,0,47,5,4,3,10,2,0,47,0,0.0,0.0
CUST0000982560,200731,2007-09-25,26,301.85,0,132,0,0,71,48,13,32,44,56,0,15,28,87,2,132,0,0,0,0,0.0,0.0
CUST0000982155,200638,2006-11-18,1,8.22,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0.0,0.0
CUST0000982155,200706,2007-04-07,2,2.74,0,0,0,2,0,0,2,0,2,0,0,2,0,0,0,1,1,0,0,0,2.0,1.0
CUST0000981925,200730,2007-09-19,96,3493.8399999999997,1471,0,0,0,1422,27,22,1305,49,117,0,1003,22,432,14,1465,1,0,5,0,0.0,0.0
CUST0000981826,200731,2007-09-28,344,1035.6100000000001,0,769,0,0,171,225,373,128,545,90,6,114,410,193,46,241,2,0,526,6,0.0,0.0
CUST0000981759,200620,2006-07-12,1,8.72,0,0,0,5,0,5,0,0,0,5,0,0,5,0,0,5,0,0,0,0,1.0,1.0
CUST0000981610,200736,2007-10-29,26,95.789999999999992,90,0,0,0,8,73,9,0,67,23,0,53,12,20,5,0,5,85,0,0,0.0,0.0
CUST0000981542,200730,2007-09-19,48,418.71999999999997,86,0,0,0,8,35,43,0,73,12,1,43,22,5,15,86,0,0,0,1,0.0,0.0
CUST0000981494,200724,2007-08-06,1,40.2,0,0,19,0,19,0,0,0,0,19,0,19,0,0,0,0,0,0,19,0,1.0,1.0
CUST0000981494,200716,2007-06-11,3,76.39,0,0,36,0,36,0,0,15,0,21,0,26,0,10,0,0,0,0,36,0,0.0,0.0
CUST0000980958,200729,2007-09-10,1,14.29,0,9,0,0,0,9,0,0,0,9,0,9,0,0,0,0,0,0,9,0,1.0,1.0
CUST0000980779,200730,2007-09-22,33,445.65999999999997,0,0,216,0,133,73,10,122,57,32,5,30,21,132,28,207,5,4,0,5,0.0,0.0
CUST0000980418,200731,2007-09-30,191,3404.6500000000005,0,1765,0,0,1472,241,52,1032,167,564,2,699,136,917,11,1765,0,0,0,2,0.0,0.0
CUST0000980408,200637,2006-11-11,8,8.29,0,0,9,0,0,1,8,0,9,0,0,4,2,0,3,9,0,0,0,0,1.0,1.0
CUST0000980408,200630,2006-09-22,21,46.64,0,0,33,0,0,9,24,0,33,0,0,15,4,7,7,33,0,0,0,0,0.0,0.0
CUST0000980244,200730,2007-09-18,53,1459.05,873,0,0,0,856,15,2,673,2,198,0,280,10,583,0,0,0,873,0,0,0.0,0.0
CUST0000980026,200731,2007-09-26,21,513.61000000000013,0,259,0,0,243,11,5,210,9,40,0,90,8,160,1,259,0,0,0,0,0.0,0.0
CUST0000979780,200731,2007-09-25,97,2081.48,0,0,985,0,869,96,20,498,87,400,0,591,26,361,7,985,0,0,0,0,0.0,0.0
CUST0000979243,200722,2007-07-29,5,10.71,0,0,9,0,0,3,6,0,9,0,0,8,1,0,0,7,0,2,0,0,1.0,1.0
CUST0000979243,200713,2007-05-24,56,668.83999999999992,0,0,326,0,176,131,19,33,74,219,0,238,42,46,0,305,1,20,0,0,0.0,0.0
CUST0000978956,200726,2007-08-21,9,105.09,0,51,0,0,33,17,1,12,6,33,0,12,23,16,0,51,0,0,0,0,0.0,0.0
CUST0000978795,200731,2007-09-29,78,1666.3999999999999,0,850,0,0,797,51,2,318,13,516,3,418,82,345,2,18,832,0,0,3,0.0,0.0
CUST0000978286,200730,2007-09-18,36,395.29,230,0,0,0,169,45,16,97,39,94,0,77,22,126,5,182,11,37,0,0,0.0,0.0
CUST0000978270,200731,2007-09-26,46,1452.74,0,0,520,0,465,46,9,263,41,216,0,178,121,221,0,508,0,12,0,0,0.0,0.0
CUST0000978130,200730,2007-09-22,1,9.16,0,0,0,2,0,2,0,0,2,0,0,0,2,0,0,2,0,0,0,0,1.0,1.0
CUST0000977889,200607,2006-04-14,1,8.370000000000001,0,0,0,5,0,5,0,0,5,0,0,5,0,0,0,0,0,0,5,0,1.0,1.0
CUST0000977878,200706,2007-04-04,1,11.37,0,3,0,0,0,3,0,0,3,0,0,0,3,0,0,3,0,0,0,0,1.0,1.0
CUST0000977878,200705,2007-03-30,5,36.47,0,23,0,0,12,8,3,0,4,19,0,1,1,21,0,22,1,0,0,0,0.0,0.0
CUST0000977551,200637,2006-11-12,7,126.73,96,0,0,0,86,6,4,81,4,11,0,8,7,81,0,94,0,0,2,0,1.0,1.0
CUST0000977551,200631,2006-09-27,79,1421.3999999999999,911,0,0,0,743,153,15,607,63,241,0,147,73,684,7,901,10,0,0,0,0.0,0.0
CUST0000977193,200731,2007-09-30,66,424.18,188,0,0,0,55,83,50,45,103,40,0,62,33,82,11,149,38,0,1,0,0.0,0.0
CUST0000977162,200646,2007-01-09,1,41.16,28,0,0,0,28,0,0,28,0,0,0,0,0,28,0,28,0,0,0,0,1.0,1.0
CUST0000977162,200730,2007-09-22,9,98.28,58,0,0,0,39,12,7,31,19,8,0,14,41,0,3,58,0,0,0,0,0.0,0.0
CUST0000976866,200619,2006-07-06,2,42.290000000000006,22,0,0,0,18,4,0,0,4,18,0,18,4,0,0,22,0,0,0,0,1.0,1.0
CUST0000976866,200612,2006-05-21,2,42.11,24,0,0,0,18,6,0,18,0,6,0,0,0,24,0,6,18,0,0,0,0.0,0.0
CUST0000976863,200703,2007-03-17,2,41.89,0,18,0,0,18,0,0,0,0,18,0,8,0,10,0,18,0,0,0,0,1.0,1.0
CUST0000976731,200705,2007-03-26,34,222.15999999999997,126,0,0,0,39,71,16,12,53,59,2,80,20,24,0,8,118,0,0,2,0.0,0.0
CUST0000976731,200713,2007-05-26,10,79.59,74,0,0,0,63,4,7,40,10,23,1,5,1,63,4,0,74,0,0,1,1.0,1.0
CUST0000976555,200735,2007-10-23,2,11.89,0,0,0,5,0,4,1,0,5,0,0,4,0,0,1,5,0,0,0,0,2.0,1.0
CUST0000976555,200724,2007-08-09,1,0.28,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0.0,0.0
CUST0000976529,200731,2007-09-30,454,2648.5899999999997,2089,0,0,0,890,1028,171,200,819,1070,0,1226,242,603,18,1826,34,221,8,0,0.0,0.0
CUST0000975940,200731,2007-09-29,488,5246.9899999999989,0,0,2599,0,1262,1215,122,267,773,1555,4,1299,304,948,44,128,80,2391,0,4,0.0,0.0
CUST0000975797,200722,2007-07-24,28,266.34,178,0,0,0,131,39,8,26,42,109,1,80,43,54,0,0,0,0,178,1,0.0,0.0
CUST0000975797,200728,2007-09-06,7,40.51,21,0,0,0,0,17,4,0,10,11,0,13,0,7,1,0,0,0,21,0,1.0,1.0
CUST0000975676,200624,2006-08-13,3,15.7,0,0,6,0,0,6,0,0,6,0,0,2,0,2,2,4,0,0,2,0,1.0,1.0
CUST0000975676,200731,2007-09-30,34,497.94000000000005,0,0,204,0,121,76,7,49,62,92,1,100,24,76,3,178,0,16,10,1,0.0,0.0
CUST0000975317,200728,2007-09-09,1,0.96,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1.0,1.0
CUST0000975272,200731,2007-09-30,373,2988.5500000000011,0,0,1892,0,1089,562,241,562,491,830,9,1227,83,571,2,1451,441,0,0,9,0.0,0.0
CUST0000975006,200730,2007-09-17,4,109.78999999999998,50,0,0,0,34,16,0,34,0,16,0,0,0,50,0,0,0,50,0,0,0.0,0.0
CUST0000974910,200609,2006-04-24,1,6.32,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1.0,1.0
CUST0000974781,200716,2007-06-12,1,74.56,0,0,39,0,39,0,0,39,0,0,0,0,0,39,0,0,0,0,39,0,1.0,1.0
CUST0000974742,200649,2007-01-29,1,1.54,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1.0,1.0
CUST0000974546,200729,2007-09-14,60,856.65,0,401,0,0,267,116,18,122,66,213,0,227,3,162,9,401,0,0,0,0,0.0,0.0
CUST0000974519,200731,2007-09-28,48,382.61,0,189,0,0,40,137,12,0,82,107,0,96,11,71,11,189,0,0,0,0,0.0,0.0
CUST0000974365,200629,2006-09-13,1,26.33,0,14,0,0,14,0,0,14,0,0,0,0,0,14,0,0,14,0,0,0,1.0,1.0
CUST0000974297,200731,2007-09-27,176,3455.39,0,0,961,0,610,306,45,83,227,647,4,555,160,211,31,961,0,0,0,4,0.0,0.0
CUST0000973965,200731,2007-09-26,105,1515.3999999999999,0,589,0,0,401,165,23,101,106,381,1,215,70,291,12,535,6,48,0,1,0.0,0.0
CUST0000973403,200731,2007-09-27,2,14.49,0,10,0,0,0,10,0,0,2,8,0,0,0,8,2,10,0,0,0,0,1.0,1.0
CUST0000972938,200713,2007-05-26,17,69.570000000000007,0,69,0,0,22,36,11,16,47,6,0,32,5,32,0,53,16,0,0,0,0.0,0.0
CUST0000972938,200717,2007-06-18,1,8.43,0,2,0,0,0,2,0,0,2,0,0,2,0,0,0,2,0,0,0,0,1.0,1.0
CUST0000972119,200716,2007-06-14,3,6.38,0,0,5,0,0,3,2,0,5,0,0,1,1,3,0,5,0,0,0,0,2.0,1.0
CUST0000972119,200708,2007-04-16,5,41.67,0,0,24,0,15,4,5,15,5,4,0,18,2,4,0,22,0,2,0,0,0.0,0.0
CUST0000972049,200714,2007-06-03,4,22.24,0,11,0,0,4,7,0,0,7,4,0,7,4,0,0,11,0,0,0,0,0.0,0.0
CUST0000972049,200728,2007-09-05,3,7.87,0,4,0,0,0,2,2,0,4,0,0,2,0,0,2,2,2,0,0,0,2.0,1.0
CUST0000971991,200731,2007-09-29,48,626.07,0,0,310,0,209,92,9,19,81,210,0,236,18,55,1,179,129,0,2,0,0.0,0.0
CUST0000971929,200731,2007-09-27,26,636.61,0,315,0,0,293,17,5,103,18,194,0,235,12,68,0,312,0,3,0,0,0.0,0.0
CUST0000971929,200615,2006-06-06,1,2.0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1.0,1.0
CUST0000971672,200711,2007-05-09,1,4.51,0,0,3,0,0,3,0,0,3,0,0,3,0,0,0,0,3,0,0,0,1.0,1.0
CUST0000971672,200704,2007-03-23,18,82.05,0,0,44,0,0,30,14,0,29,15,0,30,6,6,2,1,43,0,0,0,0.0,0.0
CUST0000971633,200731,2007-09-28,17,362.06,0,0,128,0,91,33,4,20,9,99,0,113,0,15,0,123,0,5,0,0,0.0,0.0
CUST0000971355,200712,2007-05-16,8,81.360000000000014,0,56,0,0,31,21,4,19,10,27,0,34,1,19,2,56,0,0,0,0,0.0,0.0
CUST0000971355,200716,2007-06-12,1,0.51,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1.0,1.0
CUST0000971298,200731,2007-09-24,34,197.44,0,151,0,0,46,84,21,0,68,81,2,87,4,49,9,145,0,0,6,2,0.0,0.0
CUST0000971178,200705,2007-03-28,5,91.7,0,43,0,0,29,14,0,21,8,14,0,27,11,0,5,43,0,0,0,0,0.0,0.0
CUST0000971178,200713,2007-05-25,14,134.8,0,90,0,0,41,41,8,32,21,37,0,36,5,49,0,90,0,0,0,0,1.0,1.0
CUST0000971158,200729,2007-09-15,36,275.69,0,178,0,0,95,72,11,0,51,127,0,87,41,50,0,132,28,13,5,0,0.0,0.0
CUST0000971135,200730,2007-09-21,34,273.07,169,0,0,0,113,37,19,88,45,35,1,51,40,72,5,0,169,0,0,1,0.0,0.0
CUST0000970138,200730,2007-09-19,15,550.37,256,0,0,0,253,3,0,224,3,29,0,43,0,213,0,141,115,0,0,0,0.0,0.0
CUST0000969621,200730,2007-09-17,53,554.58,0,278,0,0,126,133,19,0,74,204,0,108,14,137,19,278,0,0,0,0,0.0,0.0
CUST0000969460,200729,2007-09-12,7,25.21,0,19,0,0,0,17,2,0,18,0,1,9,3,6,0,5,14,0,0,1,2.0,1.0
CUST0000969460,200715,2007-06-08,51,770.0,0,487,0,0,414,50,23,346,52,89,0,86,30,361,10,6,481,0,0,0,0.0,0.0
CUST0000969302,200720,2007-07-10,3,183.55,0,77,0,0,77,0,0,77,0,0,0,77,0,0,0,77,0,0,0,0,2.0,1.0
CUST0000969302,200713,2007-05-22,9,486.73999999999995,0,197,0,0,197,0,0,160,0,37,0,151,0,46,0,197,0,0,0,0,0.0,0.0
CUST0000969237,200731,2007-09-25,49,912.19000000000017,0,424,0,0,366,44,14,38,36,350,0,357,11,54,2,296,128,0,0,0,0.0,0.0
CUST0000969123,200731,2007-09-25,108,671.14,0,326,0,0,90,187,49,0,192,134,0,171,44,99,12,172,154,0,0,0,0.0,0.0
CUST0000969050,200731,2007-09-24,100,812.9899999999999,0,373,0,0,208,147,18,30,197,141,5,138,96,120,14,302,48,0,23,5,0.0,0.0
CUST0000968749,200631,2006-09-30,17,333.23999999999995,0,181,0,0,152,25,4,125,9,47,0,39,2,139,1,1,180,0,0,0,0.0,0.0
